UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg,entry_E,tp_off,stop_off
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,142403.24999999994,0.0,142403.24999999994,177123.37499999962,150381.18406574964,26742.190934249997,38618.25,68487.375,177123.37499999962,69330.04715505053,172,56760,40,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,329200.6499999961,0.0,329200.6499999961,34818.899999994814,-10836.504324485191,45655.404324480005,90288.15,99346.05,34818.899999994814,139463.4434781114,218,724632,0,-40,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-32244.09999999992,0.0,-32244.09999999992,10285.700000000104,7649.689923160102,2636.01007684,4526.0,3438.2999999999997,10285.700000000104,5476.18106992,12,7008,0,-4,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-9911.00000000004,0.0,-9911.00000000004,9151.999999999778,2310.3676023997796,6841.6323975999985,16984.0,32296.0,9151.999999999778,74993.62695439944,34,14960,15,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5,2.5,1.0,1.5
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,-20471.399999999787,0.0,-20471.399999999787,9901.200000000426,7715.985290700426,2185.2147093,4114.35,4649.550000000001,9901.200000000426,5900.559167340273,12,16056,0,-4,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,9356.619999999804,0.0,9356.619999999804,146931.71999999968,113392.63049285566,33539.08950714402,36165.48,46001.280000000035,146931.71999999968,61281.615323968035,142,1432496,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,-12003.55000000025,-0.0,-12003.55000000025,79269.44999999907,43514.843322469074,35754.60667752999,60918.974999999984,101991.82500000004,79269.44999999907,138682.0363864,148,227032,40,-1,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-212995.12499999997,0.0,-212995.12499999997,-116637.49999999984,-135759.52502734982,19122.02502734999,24907.75,49213.5,-116637.49999999984,209704.9424910955,80,240800,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-251375.3999999993,0.0,-251375.3999999993,-7832.249999999207,-31369.005858599212,23536.755858600005,30744.900000000005,79888.94999999995,-7832.249999999207,52620.10179389992,92,195408,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-9924.199999999182,0.0,-9924.199999999182,40286.700000000914,34920.40741836091,5366.29258164,17193.85,9698.65,40286.700000000914,11839.819968080375,22,30536,0,-7,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-133351.95000000027,0.0,-133351.95000000027,-121935.3000000003,-139649.9751662403,17714.67516624,10246.349999999997,15574.95,-121935.3000000003,147125.13611454042,80,39840,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-116663.04000000012,0.0,-116663.04000000012,2833.9199999994307,-11280.082669632571,14114.002669632002,19247.04,18656.64,2833.9199999994307,45353.66866099338,50,590400,0,-12,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,49698.399999999965,-0.0,49698.399999999965,152423.99999999977,115219.90286447977,37204.09713552001,53633.09999999999,72832.1,152423.99999999977,222671.61957196204,202,58984,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,17360.00000000022,0.0,17360.00000000022,26520.000000000255,12984.001024000256,13535.998976,13780.0,27780.0,26520.000000000255,38169.86465599889,66,52800,31,-1,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-232213.01999999984,0.0,-232213.01999999984,-104976.17999999983,-125120.87361943183,20144.693619432004,27931.92000000001,41627.819999999985,-104976.17999999983,141960.44700288054,82,1265424,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-151900.92499999984,-0.0,-151900.92499999984,192222.77500000072,156080.2763023207,36142.49869768,43356.575000000026,78291.20000000001,192222.77500000072,41110.729153890425,164,308648,40,-2,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-81731.99999999935,0.0,-81731.99999999935,85012.40000000162,47519.29992968163,37493.10007032,22156.60000000001,23880.200000000015,85012.40000000162,78283.79468528788,166,369184,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-695730.0,0.0,-695730.0,364350.0,283692.50117600005,80657.49882399995,158830.0,138180.0,364350.0,99425.28850799995,370,20720,40,-40,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,146511.74999999988,0.0,146511.74999999988,179722.12499999965,153551.36237924965,26170.762620749996,37026.0,67134.375,179722.12499999965,69330.04715505053,168,55440,40,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,342371.99999999546,0.0,342371.99999999546,47325.44999999413,-4037.0504527258818,51362.500452720014,99720.0,111312.45000000004,47325.44999999413,132663.9896063521,246,817704,0,-40,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-32244.09999999992,0.0,-32244.09999999992,10285.700000000104,7649.689923160102,2636.01007684,4526.0,3438.2999999999997,10285.700000000104,5476.18106992,12,7008,0,-4,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-9570.0000000001,0.0,-9570.0000000001,10559.999999999698,3312.0317515996994,7247.968248399999,17908.0,34210.0,10559.999999999698,86411.62695439937,36,15840,17,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0,2.5,1.0,2.0
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,-221505.89999999493,0.0,-221505.89999999493,70880.55000000655,44957.39227908655,25923.157720920004,47866.95000000001,60210.00000000003,70880.55000000655,24157.568752558134,142,189996,0,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-53214.19999999977,0.0,-53214.19999999977,80502.23999999918,46767.33729823918,33734.902701759995,42445.259999999995,40629.42,80502.23999999918,368146.56321955007,146,1472848,40,-23,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,8762.975000001203,-0.0,8762.975000001203,55300.69999999999,-9832.723092400018,65133.42309240001,91522.275,147743.375,55300.69999999999,170214.33256958562,268,411112,40,-3,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,-110057.60000000177,0.0,-110057.60000000177,67530.89999999866,28764.088439118663,38766.81156087999,46585.399999999994,55305.900000000016,67530.89999999866,99398.68143427654,166,108232,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-558355.0000000003,0.0,-558355.0000000003,-179696.99999999997,-223911.14959745,44214.149597450014,70923.125,80780.875,-179696.99999999997,242577.98153540204,194,583940,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-685282.050000004,0.0,-685282.050000004,-54772.65000000408,-137260.24468326409,82487.59468326,117696.15000000008,157069.8000000001,-54772.65000000408,303574.2336766756,346,734904,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-124763.84999999628,0.0,-124763.84999999628,165866.0000000036,102880.5919556636,62985.40804434,127938.89999999997,121450.0,165866.0000000036,348509.4931390331,254,352552,2,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-155164.34999999922,0.0,-155164.34999999922,-124549.79999999894,-146790.29387249897,22240.49387250001,30813.750000000004,21252.15,-124549.79999999894,249807.06435767817,100,49800,40,-3,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-192913.19999999937,0.0,-192913.19999999937,-255997.43999999992,-341407.60971263994,85410.16971264001,132397.19999999998,142197.84000000003,-255997.43999999992,575679.8943080647,294,3471552,0,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,-32448.50000000013,-0.0,-32448.50000000013,22513.19999999972,-30676.229380440294,53189.429380440015,77292.4,102857.0,22513.19999999972,200181.0293276,282,82344,40,-1,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-215739.9999999999,0.0,-215739.9999999999,127320.0,77408.764792,49911.23520799999,55700.0,91540.0,127320.0,91460.17879200212,252,201600,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-582866.6400000029,0.0,-582866.6400000029,-48996.60000000362,-97533.22873087563,48536.62873087203,96681.47999999998,102468.47999999998,-48996.60000000362,149589.46055342577,206,3178992,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-653971.4749999997,-0.0,-653971.4749999997,-235720.4999999997,-290279.9230414797,54559.42304148001,93441.30000000006,115648.89999999998,-235720.4999999997,349534.83164136956,254,478028,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-86124.40000000005,0.0,-86124.40000000005,-128741.80000000053,-169556.60503232048,40814.805032319986,21850.799999999992,24436.200000000008,-128741.80000000053,244825.71096111817,178,395872,40,-5,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-1374912.6999999993,0.0,-1374912.6999999993,418705.0000000011,209798.50863720095,208906.4913628002,335293.7,395377.5,418705.0000000011,342221.28513999993,968,54208,40,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,83337.50000000554,0.0,83337.50000000554,37059.37500000488,13153.524354254883,23905.850645749997,25406.875,30532.5,37059.37500000488,140251.248554,94,277300,40,-1,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,81406.8749999988,0.0,81406.8749999988,24366.37499999905,-16649.806453500936,41016.18145349999,54936.75,87800.625,24366.37499999905,141891.01666410058,274,90420,40,-1,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,787704.9000000022,0.0,787704.9000000022,65358.15000000246,-9917.203494357564,75275.35349436002,115467.4500000001,279880.8000000001,65358.15000000246,377808.16625154053,374,1243176,0,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-219810.2999999967,0.0,-219810.2999999967,39142.60000000358,21119.911020803575,18022.6889792,28302.1,15702.3,39142.60000000358,23105.43085804134,82,47888,0,-40,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,7512.99999999932,0.0,7512.99999999932,176802.99999999953,147856.61602799952,28946.383972000007,68948.0,95667.0,176802.99999999953,263222.5327292001,128,56320,40,-12,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP1.0_SL1.5,1.5,1.0,1.5
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-136679.3999999999,0.0,-136679.3999999999,16487.550000000352,3984.037627320353,12503.51237268,13089.150000000003,36639.00000000001,16487.550000000352,58780.64143026045,48,101952,24,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-29807.299999999243,0.0,-29807.299999999243,6072.5000000009495,2463.433573400949,3609.0664266,8154.499999999999,5413.2,6072.5000000009495,18003.189829679242,14,19432,0,-7,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-8602.949999999932,0.0,-8602.949999999932,5241.450000000158,3878.2843110001577,1363.1656890000002,883.95,1220.1,5241.450000000158,2495.3667567600905,6,2988,2,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-58154.40000000081,0.0,-58154.40000000081,-12280.320000000924,-17484.593175936923,5204.273175936,6523.92,7291.44,-12280.320000000924,17484.593175936923,20,236160,0,-10,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-9386.47500000002,-0.0,-9386.47500000002,3834.5750000000417,2994.8716174400415,839.70338256,1058.625,1129.2,3834.5750000000417,210.3846207800009,4,7528,0,-1,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,330073.1999999964,0.0,330073.1999999964,35691.449999995086,-9961.80065502492,45653.250655020005,90537.45,99304.5,35691.449999995086,210151.20700873257,218,724632,0,-40,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP0.5_SL1.5,2.5,0.5,1.5
360ONE,2025-06-27 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GLENMARK,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GMRAIRPORT,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GODREJCP,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GODREJPROP,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
GRASIM,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LAURUSLABS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LICHSGFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-541762.3750000005,0.0,-541762.3750000005,-127511.12499999984,-170221.03388499984,42709.908885,69342.875,79840.25,-127511.12499999984,194202.8438472499,188,565880,40,-40,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LICI,2025-02-17 11:19:00,2025-09-30 15:29:00,-277181.999999999,0.0,-277181.999999999,-45586.34999999925,-66395.22063929925,20808.870639300003,23310.9,47338.65000000001,-45586.34999999925,123476.1565787991,80,169920,40,0,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-364419.3999999964,0.0,-364419.3999999964,-167149.8999999964,-219040.7655640364,51890.86556404,82065.49999999996,98270.40000000002,-167149.8999999964,326998.14159571304,202,280376,0,-40,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-140871.75,0.0,-140871.75,17405.09999999983,-2312.0454369601757,19717.145436960007,13558.049999999994,15276.149999999996,17405.09999999983,22886.985674882773,86,42828,40,-3,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,434445.839999999,0.0,434445.839999999,184972.31999999893,132881.62440441496,52090.69559558397,82862.63999999997,122478.47999999992,184972.31999999893,205305.5768100532,192,2267136,0,-40,E1.5_TP0.5_SL2.0,1.5,0.5,2.0
